customer_id,plan,company_size,industry,country,acquisition_channel,activity_count,active_months,integration_failures,feature_usage_count,revenue,transaction_count,ticket_count,integration_ticket_count,avg_resolution_time,feedback_count
C0831,Free,22,SaaS,United States,Referral,52,2,0,8,0.0,0.0,6,1,53.913333333333334,1
C0832,Free,9,IT Services,India,Partner,54,2,1,12,0.0,0.0,4,0,44.3375,4
C0833,Starter,27,Professional Services,India,Paid Ads,69,3,0,17,147.0,3.0,8,4,38.405,1
C0834,Starter,111,Marketing,India,Organic,70,1,2,19,49.0,1.0,1,0,13.84,1
C0835,Free,5,Healthcare,United States,Organic,51,1,0,15,0.0,0.0,4,1,36.7025,3
C0836,Starter,41,Healthcare,United States,Referral,40,3,2,8,147.0,3.0,2,0,40.385,1
C0837,Starter,138,FinTech,Australia,Paid Ads,78,2,3,25,98.0,2.0,6,0,20.40833333333333,1
C0838,Starter,34,E-commerce,India,Paid Ads,84,1,2,20,49.0,1.0,3,0,21.103333333333335,2
C0839,Starter,22,E-commerce,Germany,Referral,73,1,2,20,49.0,1.0,2,0,39.38,4
C0840,Free,8,Marketing,Canada,Partner,13,1,0,4,0.0,0.0,4,2,33.715,2
C0841,Free,7,Education,Australia,Referral,15,2,1,5,0.0,0.0,8,2,37.49,4
C0842,Free,104,SaaS,Germany,Referral,30,3,1,9,0.0,0.0,3,1,60.593333333333334,4
C0843,Free,7,Education,United States,Paid Ads,24,1,0,7,0.0,0.0,5,1,53.326,2
C0844,Free,6,E-commerce,India,Paid Ads,13,1,0,5,0.0,0.0,5,1,39.312,2
C0845,Starter,34,Marketing,India,Organic,74,2,1,15,98.0,2.0,2,1,34.96,4
C0846,Free,7,IT Services,India,Paid Ads,30,3,1,7,0.0,0.0,6,1,31.968333333333334,4
C0847,Free,5,E-commerce,India,Referral,51,1,2,16,0.0,0.0,8,1,38.26625,4
C0848,Free,39,E-commerce,India,Referral,28,4,0,7,0.0,0.0,5,3,49.510000000000005,4
C0849,Free,3,SaaS,India,Partner,56,1,0,12,0.0,0.0,2,1,53.53,2
C0850,Free,47,FinTech,India,Referral,33,1,0,8,0.0,0.0,3,1,37.75666666666667,4
C0851,Free,3,FinTech,United Kingdom,Organic,33,2,0,9,0.0,0.0,1,0,61.89,3
C0852,Starter,47,Marketing,India,Partner,69,3,0,21,147.0,3.0,2,0,60.58,3
C0853,Free,4,Marketing,India,Sales,30,3,0,9,0.0,0.0,8,2,29.603749999999998,3
C0854,Business,17,Healthcare,India,Sales,156,1,4,44,199.0,1.0,3,0,28.810000000000002,1
C0855,Starter,28,Marketing,Germany,Organic,60,3,0,13,147.0,3.0,1,0,41.17,3
C0856,Free,26,Healthcare,United States,Paid Ads,33,1,0,4,0.0,0.0,5,1,36.938,3
C0857,Starter,46,E-commerce,Australia,Sales,52,2,2,9,98.0,2.0,6,1,35.81,3
C0858,Starter,161,SaaS,Canada,Paid Ads,48,3,1,8,147.0,3.0,3,0,48.73,1
C0859,Starter,35,SaaS,United States,Organic,49,1,0,17,49.0,1.0,3,1,42.45333333333333,4
C0860,Starter,23,Education,United States,Organic,51,1,0,11,49.0,1.0,1,0,45.13,2
C0861,Free,3,E-commerce,Germany,Referral,30,2,0,10,0.0,0.0,3,0,44.29666666666666,4
C0862,Business,89,Professional Services,India,Partner,110,2,1,28,398.0,2.0,5,1,45.262,3
C0863,Free,41,FinTech,India,Sales,38,2,0,11,0.0,0.0,6,1,36.63166666666667,3
C0864,Starter,11,E-commerce,India,Organic,60,4,2,9,196.0,4.0,1,1,4.47,3
C0865,Starter,96,E-commerce,Germany,Paid Ads,96,3,1,27,147.0,3.0,8,0,30.145,1
C0866,Free,158,SaaS,United States,Paid Ads,57,3,1,18,0.0,0.0,3,1,36.71333333333333,2
C0867,Business,712,E-commerce,United States,Paid Ads,236,4,6,53,796.0,4.0,1,0,6.74,2
C0868,Free,3,E-commerce,Canada,Partner,26,1,0,7,0.0,0.0,5,0,33.85,1
C0869,Starter,44,SaaS,India,Referral,51,3,0,11,147.0,3.0,1,0,67.3,1
C0870,Free,9,Education,India,Paid Ads,36,4,0,7,0.0,0.0,6,1,32.666666666666664,1
C0871,Starter,31,IT Services,India,Referral,93,3,1,19,147.0,3.0,2,0,36.725,2
C0872,Starter,175,IT Services,United States,Referral,108,3,4,25,147.0,3.0,1,0,19.09,3
C0873,Starter,30,Healthcare,United States,Paid Ads,90,3,2,15,147.0,3.0,6,2,41.87666666666667,4
C0874,Free,27,Education,India,Referral,24,1,1,5,0.0,0.0,6,0,37.085,1
C0875,Free,9,FinTech,Australia,Organic,48,2,3,11,0.0,0.0,1,0,15.46,2
C0876,Free,10,FinTech,United States,Organic,28,4,0,8,0.0,0.0,2,1,59.265,3
C0877,Free,1,SaaS,United States,Organic,32,4,0,13,0.0,0.0,2,0,12.375,1
C0878,Free,7,E-commerce,United States,Referral,44,4,1,11,0.0,0.0,7,3,39.18142857142857,4
C0879,Starter,17,SaaS,United States,Paid Ads,96,4,0,21,196.0,4.0,8,2,40.60625,2
C0880,Starter,21,E-commerce,United Kingdom,Referral,81,3,2,18,147.0,3.0,8,2,32.69375,4
C0881,Business,66,Healthcare,India,Partner,93,2,3,19,398.0,2.0,4,0,32.1375,2
C0882,Business,106,Healthcare,India,Organic,144,4,2,35,796.0,4.0,7,3,25.439999999999998,2
C0883,Free,5,E-commerce,India,Organic,29,1,0,8,0.0,0.0,5,0,44.374,3
C0884,Starter,41,E-commerce,United States,Referral,100,4,4,25,196.0,4.0,7,1,30.91714285714286,3
C0885,Starter,75,Healthcare,India,Organic,60,4,0,15,196.0,4.0,5,1,27.965999999999998,1
C0886,Starter,39,IT Services,United Kingdom,Paid Ads,84,3,1,13,147.0,3.0,7,0,32.39714285714286,2
C0887,Starter,32,Professional Services,United States,Partner,111,3,1,26,147.0,3.0,5,2,19.113999999999997,4
C0888,Starter,467,SaaS,India,Referral,60,3,0,15,147.0,3.0,1,0,70.28,4
C0889,Starter,6,SaaS,Germany,Partner,96,2,1,17,98.0,2.0,2,0,45.015,1
C0890,Free,6,FinTech,United States,Referral,40,2,1,11,0.0,0.0,3,0,38.10333333333333,2
C0891,Business,194,SaaS,Canada,Paid Ads,165,3,5,37,597.0,3.0,8,2,24.2925,2
C0892,Business,193,IT Services,United States,Paid Ads,120,4,0,28,796.0,4.0,5,0,31.881999999999998,1
C0893,Business,116,Education,India,Sales,192,4,1,51,796.0,4.0,7,1,47.93714285714286,3
C0894,Starter,6,IT Services,Australia,Paid Ads,58,1,0,13,49.0,1.0,7,2,37.34142857142857,4
C0895,Starter,12,Professional Services,India,Organic,51,3,0,15,147.0,3.0,4,1,22.2575,3
C0896,Business,37,E-commerce,India,Organic,138,3,1,26,597.0,3.0,8,2,40.43375,1
C0897,Business,2,SaaS,India,Organic,124,1,3,34,199.0,1.0,7,1,38.01142857142857,1
C0898,Starter,140,E-commerce,United Kingdom,Paid Ads,56,1,1,13,49.0,1.0,5,1,24.598000000000003,1
C0899,Starter,101,Healthcare,India,Organic,56,2,1,14,98.0,2.0,2,0,48.43,2
C0900,Free,10,Education,India,Referral,26,2,0,4,0.0,0.0,4,0,28.7325,2
C0901,Starter,10,E-commerce,India,Sales,85,4,2,11,196.0,4.0,5,1,39.81,2
C0902,Starter,45,E-commerce,United Kingdom,Organic,77,1,2,20,49.0,1.0,3,0,51.96,1
C0903,Free,3,Marketing,India,Organic,43,1,1,9,0.0,0.0,4,1,50.095,1
C0904,Business,123,E-commerce,United States,Referral,121,1,0,27,199.0,1.0,3,1,36.68666666666667,4
C0905,Business,564,SaaS,Canada,Organic,156,2,3,35,398.0,2.0,2,1,31.005,2
C0906,Free,6,Healthcare,India,Referral,32,3,1,7,0.0,0.0,3,0,29.03333333333333,4
C0907,Starter,43,Marketing,India,Paid Ads,82,2,2,18,98.0,2.0,6,2,27.47666666666667,3
C0908,Starter,8,FinTech,India,Referral,96,4,3,28,196.0,4.0,4,1,40.8575,4
C0909,Free,8,SaaS,United States,Paid Ads,27,3,0,9,0.0,0.0,4,0,39.8675,4
C0910,Free,2,FinTech,Australia,Organic,51,3,3,15,0.0,0.0,8,3,29.14875,2
C0911,Free,35,FinTech,United Kingdom,Paid Ads,30,1,1,7,0.0,0.0,2,0,18.86,1
C0912,Starter,50,Marketing,Singapore,Organic,72,3,2,18,147.0,3.0,2,0,4.945,3
C0913,Starter,124,Healthcare,United States,Paid Ads,91,1,0,32,49.0,1.0,7,0,38.09285714285714,1
C0914,Starter,40,Marketing,India,Referral,39,1,1,13,49.0,1.0,7,2,42.449999999999996,4
C0915,Starter,20,E-commerce,India,Paid Ads,79,1,3,19,49.0,1.0,7,2,25.40142857142857,4
C0916,Starter,21,Healthcare,United Kingdom,Organic,82,3,2,22,147.0,3.0,7,2,34.33142857142857,3
C0917,Starter,137,Healthcare,Germany,Paid Ads,86,2,4,19,98.0,2.0,8,1,50.15375,4
C0918,Free,7,FinTech,India,Referral,43,1,2,10,0.0,0.0,1,0,42.1,4
C0919,Free,10,Healthcare,India,Organic,21,1,0,7,0.0,0.0,8,1,30.841250000000002,2
C0920,Free,47,Professional Services,Canada,Paid Ads,22,2,2,6,0.0,0.0,2,0,47.05,4
C0921,Business,615,Healthcare,Australia,Partner,108,1,4,28,199.0,1.0,3,0,41.95333333333333,4
C0922,Business,69,Marketing,India,Referral,123,2,6,25,398.0,2.0,7,2,30.792857142857144,3
C0923,Free,2,Marketing,India,Organic,25,1,1,6,0.0,0.0,2,0,48.705,3
C0924,Starter,92,E-commerce,India,Organic,76,4,0,14,196.0,4.0,2,1,29.299999999999997,1
C0925,Free,32,FinTech,Canada,Sales,54,2,1,13,0.0,0.0,8,0,35.0475,4
C0926,Starter,25,E-commerce,United States,Organic,60,4,1,15,196.0,4.0,2,0,28.795,3
C0927,Free,31,Marketing,India,Referral,42,3,0,14,0.0,0.0,2,0,18.08,3
C0928,Free,31,Education,United States,Sales,21,3,0,6,0.0,0.0,1,1,43.91,1
C0929,Starter,125,FinTech,India,Organic,114,2,3,26,98.0,2.0,8,0,22.28875,2
C0930,Free,28,IT Services,Australia,Sales,36,4,0,5,0.0,0.0,8,2,31.89375,3
C0931,Business,152,SaaS,India,Organic,168,3,1,40,597.0,3.0,8,0,28.12375,2
C0932,Business,120,FinTech,United Kingdom,Organic,150,3,2,23,597.0,3.0,6,1,38.346666666666664,3
C0933,Business,39,IT Services,India,Organic,173,2,3,44,398.0,2.0,4,1,28.59,2
C0934,Free,143,SaaS,Canada,Referral,33,2,0,12,0.0,0.0,3,0,42.14,1
C0935,Free,48,IT Services,United States,Partner,25,1,0,4,0.0,0.0,5,0,26.022000000000002,2
C0936,Starter,44,SaaS,United States,Referral,114,3,0,30,147.0,3.0,4,1,50.3925,1
C0937,Business,166,IT Services,United States,Sales,93,1,1,25,199.0,1.0,4,0,19.4675,3
C0938,Starter,37,FinTech,Germany,Referral,80,4,3,19,196.0,4.0,1,0,13.85,3
C0939,Free,3,Marketing,India,Referral,38,1,2,7,0.0,0.0,1,0,15.05,2
C0940,Business,22,Education,India,Referral,136,2,1,34,398.0,2.0,1,0,61.99,3
C0941,Free,1,IT Services,United Kingdom,Organic,48,1,0,9,0.0,0.0,8,2,27.192500000000003,2
C0942,Starter,83,Education,India,Referral,49,4,0,9,196.0,4.0,5,1,29.912,1
C0943,Starter,26,E-commerce,Canada,Referral,96,2,2,23,98.0,2.0,2,0,24.6,4
C0944,Starter,27,Education,India,Paid Ads,70,2,1,20,98.0,2.0,8,3,34.3975,3
C0945,Free,16,Marketing,India,Paid Ads,28,4,0,8,0.0,0.0,3,0,50.24,3
C0946,Free,4,IT Services,United States,Organic,57,1,1,12,0.0,0.0,2,2,16.54,4
C0947,Business,371,IT Services,United States,Partner,219,3,5,59,597.0,3.0,5,2,35.424,4
C0948,Free,152,Healthcare,Singapore,Referral,60,2,1,16,0.0,0.0,2,0,67.595,3
C0949,Starter,17,Healthcare,India,Organic,50,2,3,11,98.0,2.0,6,1,35.01,1
C0950,Starter,17,Healthcare,India,Referral,60,2,1,18,98.0,2.0,3,1,21.266666666666666,3
C0951,Starter,15,SaaS,India,Paid Ads,52,4,1,10,196.0,4.0,4,1,34.795,3
C0952,Free,41,Professional Services,India,Paid Ads,24,4,0,3,0.0,0.0,6,2,37.504999999999995,3
C0953,Business,46,FinTech,India,Organic,224,2,3,60,398.0,2.0,5,1,43.367999999999995,1
C0954,Starter,14,Healthcare,United States,Referral,51,3,0,8,147.0,3.0,8,1,46.3675,2
C0955,Free,12,Professional Services,United Kingdom,Referral,40,4,0,14,0.0,0.0,8,2,52.667500000000004,4
C0956,Free,36,Healthcare,India,Referral,42,1,1,5,0.0,0.0,3,0,18.896666666666665,2
C0957,Free,9,IT Services,United States,Sales,35,2,1,4,0.0,0.0,4,0,26.189999999999998,3
C0958,Starter,72,IT Services,United States,Referral,92,4,1,21,196.0,4.0,2,1,23.799999999999997,2
C0959,Starter,77,SaaS,United Kingdom,Referral,77,4,2,23,196.0,4.0,3,1,38.88333333333333,1
C0960,Business,27,Marketing,Germany,Organic,156,3,3,29,597.0,3.0,1,0,32.33,1
C0961,Free,10,E-commerce,United States,Paid Ads,33,3,2,7,0.0,0.0,4,1,21.42,3
C0962,Business,90,SaaS,United States,Referral,177,3,5,44,597.0,3.0,5,1,41.660000000000004,2
C0963,Starter,16,FinTech,United States,Partner,108,4,1,25,196.0,4.0,1,0,38.59,2
C0964,Starter,35,Education,Canada,Sales,75,3,2,18,147.0,3.0,4,1,36.335,3
C0965,Starter,30,Marketing,India,Organic,88,3,2,23,147.0,3.0,3,0,40.70666666666667,2
C0966,Free,4,SaaS,United Kingdom,Referral,39,3,2,12,0.0,0.0,5,1,42.446000000000005,4
C0967,Starter,114,SaaS,United States,Partner,69,1,0,20,49.0,1.0,6,0,29.86,3
C0968,Free,5,FinTech,United States,Sales,52,1,0,12,0.0,0.0,1,0,48.73,1
C0969,Free,8,FinTech,United Kingdom,Sales,57,3,0,15,0.0,0.0,8,1,24.68,4
C0970,Free,3,IT Services,India,Sales,39,3,1,12,0.0,0.0,6,0,56.913333333333334,1
C0971,Starter,19,E-commerce,India,Referral,72,1,0,21,49.0,1.0,3,1,19.323333333333334,1
C0972,Starter,44,SaaS,Australia,Organic,74,1,0,20,49.0,1.0,5,0,27.178000000000004,2
C0973,Free,3,Education,United Kingdom,Organic,30,3,0,9,0.0,0.0,5,1,57.33,1
C0974,Business,58,Education,United States,Paid Ads,198,3,2,42,597.0,3.0,8,0,36.98625,1
C0975,Free,1,E-commerce,India,Organic,59,1,2,16,0.0,0.0,5,0,53.424,4
C0976,Starter,33,SaaS,India,Referral,72,4,2,14,196.0,4.0,1,1,8.1,1
C0977,Starter,31,Marketing,United States,Partner,64,2,0,17,98.0,2.0,4,3,34.06,1
C0978,Starter,8,Marketing,India,Partner,69,4,3,15,196.0,4.0,6,0,43.451666666666675,3
C0979,Starter,40,E-commerce,Germany,Paid Ads,37,1,2,9,49.0,1.0,4,2,40.295,1
C0980,Free,9,Marketing,India,Sales,24,2,0,7,0.0,0.0,6,1,31.001666666666665,3
C0981,Business,479,Education,India,Sales,244,4,3,64,796.0,4.0,6,2,26.865,1
C0982,Business,46,IT Services,United States,Referral,87,3,0,20,597.0,3.0,5,2,44.548,1
C0983,Free,8,E-commerce,India,Partner,48,4,1,13,0.0,0.0,2,1,31.990000000000002,4
C0984,Free,19,E-commerce,United States,Organic,22,2,0,9,0.0,0.0,1,0,44.36,1
C0985,Free,9,Healthcare,India,Organic,48,4,1,9,0.0,0.0,5,0,34.978,1
C0986,Business,22,IT Services,India,Organic,222,1,6,50,199.0,1.0,5,2,34.666000000000004,4
C0987,Starter,167,IT Services,India,Referral,90,2,2,27,98.0,2.0,7,2,40.151428571428575,3
C0988,Starter,195,SaaS,India,Organic,84,4,2,26,196.0,4.0,5,2,39.194,4
C0989,Business,646,Professional Services,India,Organic,120,1,4,27,199.0,1.0,3,1,28.12,2
C0990,Starter,44,Education,Singapore,Organic,104,4,3,21,196.0,4.0,8,2,41.70375,1
C0991,Starter,187,Education,India,Organic,90,3,1,24,147.0,3.0,4,2,26.6525,3
C0992,Starter,30,IT Services,India,Partner,92,4,4,15,196.0,4.0,8,2,34.18,2
C0993,Free,33,Marketing,United States,Paid Ads,32,1,0,8,0.0,0.0,3,1,21.76,3
C0994,Starter,41,E-commerce,Germany,Paid Ads,112,4,2,27,196.0,4.0,4,1,52.2075,4
C0995,Free,9,Professional Services,India,Sales,26,2,0,6,0.0,0.0,7,1,36.925714285714285,2
C0996,Starter,109,IT Services,Canada,Paid Ads,100,4,0,23,196.0,4.0,6,0,28.988333333333333,2
C0997,Business,73,E-commerce,United Kingdom,Sales,244,4,1,66,796.0,4.0,7,2,30.047142857142855,3
C0998,Starter,164,FinTech,India,Organic,59,4,1,9,196.0,4.0,2,1,37.925,2
C0999,Free,5,FinTech,United States,Organic,24,2,0,4,0.0,0.0,4,3,35.2675,4
C1000,Free,144,Healthcare,United Kingdom,Organic,54,2,1,12,0.0,0.0,5,3,32.306,2
