lead_id,company_size,industry,source,plan_interest,sales_stage,deal_value,outcome,converted_customer_id
L001275,249,Professional Services,Referral,Starter,Qualified,8039,In Progress,
L001276,959,Marketing,Partner,Business,Demo,5026,Converted,C0008
L001277,623,E-commerce,Website,Business,Qualified,12305,In Progress,
L001278,52,Marketing,Outbound,Business,Demo,9999,Lost,
L001279,91,SaaS,Referral,Business,Negotiation,2308,In Progress,
L001280,466,Healthcare,Paid Ads,Business,Demo,13064,Lost,
L001281,761,E-commerce,Website,Starter,New,950,Lost,
L001282,801,IT Services,Partner,Business,Negotiation,2156,Lost,
L001283,882,FinTech,Website,Starter,Demo,11786,Converted,C0989
L001284,13,IT Services,Outbound,Starter,Proposal,10762,In Progress,
L001285,708,Marketing,Website,Business,Demo,17431,Converted,C0921
L001286,202,FinTech,Website,Starter,Proposal,11925,Lost,
L001287,961,IT Services,Website,Starter,New,18644,In Progress,
L001288,653,Marketing,Partner,Business,Proposal,9062,Lost,
L001289,802,SaaS,Referral,Starter,Proposal,11552,Lost,
L001290,500,IT Services,Website,Business,Negotiation,19780,Lost,
L001291,938,Professional Services,Partner,Starter,Demo,796,In Progress,
L001292,958,Professional Services,Paid Ads,Business,Qualified,7417,Lost,
L001293,337,FinTech,Referral,Business,Qualified,16322,Converted,C0768
L001294,737,FinTech,Partner,Starter,Qualified,680,In Progress,
L001295,480,IT Services,Paid Ads,Starter,Negotiation,17745,Lost,
L001296,571,Education,Referral,Starter,Qualified,15750,Converted,C0988
L001297,484,E-commerce,Website,Starter,Demo,10630,In Progress,
L001298,673,Healthcare,Partner,Business,Demo,12436,Converted,C0607
L001299,723,Healthcare,Outbound,Business,New,4565,Lost,
L001300,338,Professional Services,Partner,Starter,Qualified,12311,In Progress,
L001301,569,Professional Services,Referral,Starter,Negotiation,6150,In Progress,
L001302,568,Marketing,Partner,Starter,Qualified,9216,In Progress,
L001303,893,IT Services,Partner,Business,New,8680,In Progress,
L001304,952,FinTech,Website,Starter,Proposal,8670,Converted,C0083
L001305,880,FinTech,Referral,Business,Demo,19580,In Progress,
L001306,319,Marketing,Paid Ads,Business,Negotiation,6083,Converted,C0759
L001307,610,Marketing,Referral,Business,New,6858,Lost,
L001308,697,Education,Partner,Starter,Qualified,14053,Converted,C0756
L001309,554,SaaS,Paid Ads,Business,Qualified,3894,Lost,
L001310,474,E-commerce,Paid Ads,Business,Qualified,6839,Converted,C0476
L001311,965,Education,Website,Business,Proposal,11062,Converted,C0983
L001312,268,FinTech,Referral,Business,New,1354,Converted,C0165
L001313,143,Professional Services,Paid Ads,Starter,Demo,12400,Converted,C0621
L001314,784,FinTech,Website,Starter,Demo,16729,Lost,
L001315,346,E-commerce,Referral,Business,New,13572,In Progress,
L001316,133,FinTech,Website,Business,New,16522,Lost,
L001317,43,FinTech,Paid Ads,Free,Negotiation,14921,In Progress,
L001318,665,Professional Services,Paid Ads,Starter,Demo,12633,In Progress,
L001319,404,SaaS,Partner,Business,Qualified,13859,Converted,C0957
L001320,684,SaaS,Paid Ads,Business,Proposal,3949,Converted,C0761
L001321,603,Education,Partner,Business,Negotiation,5799,Lost,
L001322,74,Marketing,Website,Starter,Demo,2070,Converted,C0266
L001323,714,FinTech,Outbound,Business,New,13672,Converted,C0711
L001324,763,Professional Services,Website,Business,Proposal,5810,Converted,C0717
L001325,69,Education,Referral,Starter,New,2673,Lost,
L001326,858,Professional Services,Paid Ads,Business,Proposal,10900,Lost,
L001327,932,IT Services,Paid Ads,Business,Qualified,4567,Converted,C0189
L001328,12,E-commerce,Outbound,Free,Demo,9670,In Progress,
L001329,762,Healthcare,Outbound,Starter,Proposal,12465,Lost,
L001330,607,E-commerce,Referral,Starter,Negotiation,10490,Converted,C0983
L001331,122,FinTech,Referral,Starter,Negotiation,710,Converted,C0989
L001332,419,IT Services,Paid Ads,Business,Qualified,6859,Converted,C0529
L001333,539,Professional Services,Outbound,Business,Negotiation,5358,Converted,C0015
L001334,79,FinTech,Website,Business,New,9406,Converted,C0871
L001335,924,IT Services,Outbound,Starter,Proposal,7987,Converted,C0999
L001336,141,E-commerce,Outbound,Starter,Proposal,2050,Converted,C0987
L001337,108,IT Services,Outbound,Starter,Demo,3296,Lost,
L001338,98,E-commerce,Referral,Business,Qualified,800,Converted,C0926
L001339,995,Professional Services,Referral,Business,Qualified,19343,Converted,C0477
L001340,219,Marketing,Paid Ads,Starter,Demo,19294,In Progress,
L001341,525,Education,Partner,Starter,Qualified,12538,Converted,C0677
L001342,57,Professional Services,Paid Ads,Business,Negotiation,14897,Converted,C0020
L001343,453,E-commerce,Outbound,Business,Demo,4123,Lost,
L001344,253,Marketing,Website,Business,Negotiation,8920,Lost,
L001345,85,SaaS,Website,Starter,Qualified,17835,Converted,C0702
L001346,347,IT Services,Outbound,Business,New,2070,In Progress,
L001347,840,Healthcare,Outbound,Business,Demo,726,Converted,C0548
L001348,319,Healthcare,Referral,Starter,Negotiation,19953,In Progress,
L001349,446,Professional Services,Website,Business,Negotiation,12766,In Progress,
L001350,74,Marketing,Outbound,Starter,Proposal,11791,In Progress,
L001351,442,FinTech,Website,Starter,Qualified,4813,Converted,C0995
L001352,628,Education,Paid Ads,Starter,Negotiation,3564,Lost,
L001353,35,E-commerce,Outbound,Business,Qualified,2825,In Progress,
L001354,983,SaaS,Partner,Business,Demo,18583,In Progress,
L001355,298,IT Services,Website,Business,Proposal,3395,Converted,C0300
L001356,813,Professional Services,Outbound,Business,Negotiation,3633,Lost,
L001357,776,FinTech,Outbound,Starter,Negotiation,10467,Converted,C0222
L001358,881,SaaS,Referral,Starter,New,12002,In Progress,
L001359,219,IT Services,Referral,Business,Negotiation,10470,Converted,C0195
L001360,951,FinTech,Partner,Business,Proposal,2946,In Progress,
L001361,279,Education,Referral,Business,New,11209,Lost,
L001362,535,FinTech,Referral,Starter,New,8560,Lost,
L001363,145,Professional Services,Referral,Starter,Demo,6047,Converted,C0220
L001364,690,SaaS,Website,Business,New,11740,Converted,C0995
L001365,431,SaaS,Outbound,Business,Demo,4755,Lost,
L001366,383,E-commerce,Referral,Starter,New,2877,Lost,
L001367,785,Marketing,Outbound,Business,Proposal,12725,Converted,C0119
L001368,182,SaaS,Website,Business,Qualified,6964,Lost,
L001369,337,Professional Services,Partner,Starter,New,4440,Converted,C0728
L001370,887,Professional Services,Paid Ads,Business,Demo,13824,Lost,
L001371,328,FinTech,Website,Starter,Demo,5578,In Progress,
L001372,737,SaaS,Partner,Starter,Qualified,4314,Lost,
L001373,295,Marketing,Outbound,Business,Negotiation,3169,In Progress,
L001374,708,E-commerce,Outbound,Starter,Negotiation,10947,In Progress,
L001375,905,FinTech,Website,Business,Proposal,10272,Lost,
L001376,8,Professional Services,Paid Ads,Starter,Negotiation,14211,In Progress,
L001377,399,Healthcare,Partner,Business,New,7102,Lost,
L001378,120,Education,Outbound,Business,Proposal,13020,Converted,C0204
L001379,512,Marketing,Website,Business,Proposal,14644,In Progress,
L001380,911,FinTech,Partner,Business,Demo,7987,Converted,C0311
L001381,677,SaaS,Paid Ads,Starter,Negotiation,12017,Lost,
L001382,604,SaaS,Paid Ads,Business,Negotiation,16308,Lost,
L001383,444,IT Services,Referral,Starter,Qualified,8438,In Progress,
L001384,722,FinTech,Outbound,Business,Proposal,2422,In Progress,
L001385,689,SaaS,Partner,Starter,Negotiation,7502,In Progress,
L001386,161,Healthcare,Outbound,Business,Qualified,16122,In Progress,
L001387,440,Healthcare,Website,Business,New,8350,Converted,C0248
L001388,181,Education,Partner,Starter,Qualified,19331,Converted,C0569
L001389,227,Professional Services,Referral,Business,Negotiation,13249,Lost,
L001390,972,Healthcare,Paid Ads,Business,Demo,2131,In Progress,
L001391,749,Marketing,Paid Ads,Business,New,5322,Lost,
L001392,109,IT Services,Paid Ads,Business,Qualified,1064,In Progress,
L001393,169,FinTech,Paid Ads,Starter,Qualified,11748,In Progress,
L001394,79,SaaS,Referral,Business,Proposal,16979,Converted,C0718
L001395,557,E-commerce,Referral,Business,Qualified,2032,Lost,
L001396,151,Professional Services,Referral,Business,New,12682,Lost,
L001397,500,SaaS,Outbound,Starter,Negotiation,9296,Lost,
L001398,915,Education,Partner,Business,New,11334,In Progress,
L001399,603,E-commerce,Referral,Starter,Negotiation,7058,Lost,
L001400,619,Professional Services,Partner,Starter,Proposal,16412,Converted,C0650
L001401,369,IT Services,Referral,Business,New,17316,Lost,
L001402,30,Professional Services,Website,Free,New,10027,In Progress,
L001403,410,Healthcare,Outbound,Business,Negotiation,3294,Lost,
L001404,957,Professional Services,Partner,Business,Demo,1077,In Progress,
L001405,997,Education,Outbound,Business,Negotiation,11202,Lost,
L001406,17,Marketing,Website,Free,Demo,14151,Converted,C0401
L001407,733,SaaS,Website,Business,Proposal,10006,In Progress,
L001408,699,IT Services,Outbound,Business,Negotiation,16544,Lost,
L001409,568,Professional Services,Paid Ads,Starter,Proposal,7292,In Progress,
L001410,414,E-commerce,Website,Business,Negotiation,13793,In Progress,
L001411,584,SaaS,Paid Ads,Business,Demo,11582,In Progress,
L001412,247,Education,Website,Business,Proposal,3983,Converted,C0404
L001413,399,Healthcare,Website,Starter,Negotiation,2024,Lost,
L001414,964,IT Services,Partner,Business,Proposal,13217,Lost,
L001415,129,Professional Services,Website,Starter,New,860,Lost,
L001416,688,Healthcare,Partner,Business,Demo,10230,Converted,C0807
L001417,70,E-commerce,Website,Starter,Qualified,2888,Lost,
L001418,532,FinTech,Referral,Business,New,18101,In Progress,
L001419,737,SaaS,Partner,Starter,Demo,7759,Converted,C0379
L001420,6,IT Services,Website,Starter,Negotiation,3790,Converted,C0028
L001421,79,Marketing,Website,Starter,New,7423,Lost,
L001422,652,FinTech,Partner,Business,Demo,5682,Lost,
L001423,894,Education,Paid Ads,Business,Proposal,19504,Lost,
L001424,985,IT Services,Website,Business,Qualified,12237,In Progress,
L001425,703,Professional Services,Website,Business,Demo,18484,In Progress,
L001426,723,FinTech,Paid Ads,Business,Qualified,1264,Converted,C0651
L001427,117,Education,Website,Starter,Proposal,13088,In Progress,
L001428,973,Professional Services,Paid Ads,Business,New,10346,In Progress,
L001429,649,SaaS,Website,Starter,Demo,1763,Lost,
L001430,463,Education,Paid Ads,Starter,Negotiation,6571,Converted,C0948
L001431,435,IT Services,Paid Ads,Starter,Negotiation,568,Converted,C0604
L001432,175,Education,Partner,Business,Proposal,7926,Lost,
L001433,557,IT Services,Referral,Business,Proposal,8138,Converted,C0691
L001434,526,Professional Services,Paid Ads,Business,Qualified,690,Converted,C0968
L001435,285,IT Services,Referral,Business,New,1955,In Progress,
L001436,981,Healthcare,Referral,Business,Negotiation,18603,Lost,
L001437,990,SaaS,Outbound,Business,Negotiation,19729,Lost,
L001438,181,FinTech,Website,Starter,New,991,In Progress,
L001439,868,Healthcare,Website,Starter,Qualified,635,Converted,C0010
L001440,66,Education,Referral,Starter,Qualified,11916,Converted,C0253
L001441,757,E-commerce,Referral,Business,Qualified,18765,In Progress,
L001442,701,E-commerce,Website,Business,Proposal,15649,Lost,
L001443,355,Professional Services,Referral,Business,Demo,5017,In Progress,
L001444,147,Education,Partner,Starter,Negotiation,2812,In Progress,
L001445,484,FinTech,Partner,Business,Demo,15998,Lost,
L001446,136,FinTech,Paid Ads,Business,Demo,18953,Converted,C0016
L001447,800,FinTech,Website,Business,Negotiation,4058,Converted,C0803
L001448,284,SaaS,Paid Ads,Business,Proposal,6897,Converted,C0864
L001449,95,Healthcare,Partner,Starter,Proposal,15334,In Progress,
L001450,273,Marketing,Outbound,Business,Negotiation,14796,Lost,
L001451,975,E-commerce,Website,Business,Demo,15257,Lost,
L001452,483,FinTech,Partner,Starter,Qualified,4538,Lost,
L001453,746,IT Services,Paid Ads,Business,Negotiation,17742,In Progress,
L001454,251,Education,Website,Starter,Proposal,16398,Lost,
L001455,357,Professional Services,Referral,Business,Qualified,10780,Lost,
L001456,705,Healthcare,Website,Business,Demo,8650,In Progress,
L001457,159,Education,Partner,Starter,Qualified,16901,In Progress,
L001458,451,Marketing,Outbound,Business,Proposal,19631,In Progress,
L001459,806,Education,Paid Ads,Business,Qualified,3177,Lost,
L001460,580,Healthcare,Paid Ads,Business,New,9049,Converted,C0739
L001461,692,Professional Services,Website,Starter,Proposal,18038,In Progress,
L001462,340,E-commerce,Website,Business,Negotiation,16466,Lost,
L001463,189,FinTech,Partner,Starter,Negotiation,8199,In Progress,
L001464,485,IT Services,Partner,Business,Negotiation,5688,Lost,
L001465,37,Education,Partner,Free,Demo,4562,Converted,C0508
L001466,318,SaaS,Outbound,Business,Proposal,8120,In Progress,
L001467,526,Education,Outbound,Business,Demo,6090,Lost,
L001468,7,Professional Services,Outbound,Free,New,13659,In Progress,
L001469,785,IT Services,Paid Ads,Starter,Negotiation,11892,Converted,C0934
L001470,778,SaaS,Referral,Business,Demo,5318,Lost,
L001471,154,SaaS,Referral,Starter,New,6963,Lost,
L001472,328,Education,Partner,Starter,New,12149,Lost,
L001473,77,FinTech,Referral,Starter,Negotiation,11897,Lost,
L001474,864,E-commerce,Website,Business,New,9587,In Progress,
L001475,723,IT Services,Website,Business,Qualified,1831,Converted,C0175
L001476,750,Professional Services,Website,Business,Demo,9906,Converted,C0333
L001477,326,IT Services,Partner,Business,Negotiation,10134,Lost,
L001478,646,Professional Services,Referral,Business,Proposal,14970,Converted,C0783
L001479,687,SaaS,Outbound,Business,Negotiation,8124,In Progress,
L001480,578,Education,Partner,Business,Qualified,12491,Converted,C0180
L001481,149,IT Services,Outbound,Business,Demo,5125,Lost,
L001482,404,Healthcare,Outbound,Starter,Negotiation,7072,Converted,C0176
L001483,529,SaaS,Website,Business,Proposal,19055,In Progress,
L001484,720,SaaS,Outbound,Starter,Qualified,17241,In Progress,
L001485,862,Education,Website,Business,Proposal,18555,In Progress,
L001486,776,IT Services,Paid Ads,Business,Negotiation,13315,In Progress,
L001487,865,SaaS,Outbound,Starter,New,17691,Lost,
L001488,87,IT Services,Referral,Starter,Proposal,2626,Converted,C0520
L001489,180,Professional Services,Referral,Business,Qualified,16701,In Progress,
L001490,404,Healthcare,Website,Business,Negotiation,5260,Converted,C0875
L001491,733,E-commerce,Website,Business,New,13304,In Progress,
L001492,116,Professional Services,Referral,Starter,Demo,6986,Converted,C0138
L001493,817,Education,Referral,Starter,Negotiation,7381,In Progress,
L001494,737,IT Services,Referral,Starter,Negotiation,18232,In Progress,
L001495,179,Education,Website,Starter,Negotiation,17213,In Progress,
L001496,741,E-commerce,Partner,Starter,Demo,9434,In Progress,
L001497,218,Marketing,Paid Ads,Starter,Proposal,5905,In Progress,
L001498,332,FinTech,Website,Business,Proposal,2412,Lost,
L001499,863,Healthcare,Partner,Starter,Proposal,8515,Lost,
L001500,149,SaaS,Partner,Starter,Demo,9546,Converted,C0275
L001501,643,SaaS,Outbound,Starter,New,16579,Lost,
L001502,746,Healthcare,Outbound,Business,Qualified,5069,Lost,
L001503,793,IT Services,Partner,Business,Demo,6391,Lost,
L001504,423,SaaS,Paid Ads,Business,Demo,8060,In Progress,
L001505,345,FinTech,Referral,Business,New,8084,Converted,C0846
L001506,33,SaaS,Referral,Free,Proposal,8084,Lost,
L001507,5,Healthcare,Referral,Starter,Proposal,2652,Lost,
L001508,49,Marketing,Outbound,Starter,New,16338,Lost,
L001509,212,IT Services,Outbound,Business,Demo,13548,In Progress,
L001510,75,Professional Services,Partner,Starter,Negotiation,11399,Converted,C0490
L001511,498,Professional Services,Paid Ads,Starter,Demo,10835,Lost,
L001512,320,Professional Services,Website,Starter,New,19497,Converted,C0201
L001513,28,Healthcare,Partner,Starter,Negotiation,10228,Lost,
L001514,159,E-commerce,Partner,Starter,Demo,16931,Lost,
L001515,31,Healthcare,Paid Ads,Free,Qualified,19335,Lost,
L001516,377,Education,Website,Business,Qualified,7901,Converted,C0397
L001517,708,Marketing,Referral,Business,Demo,10681,Converted,C0757
L001518,153,IT Services,Referral,Business,Qualified,17684,Lost,
L001519,848,SaaS,Referral,Business,Qualified,538,Lost,
L001520,1000,Marketing,Paid Ads,Business,Negotiation,2831,Converted,C0879
L001521,332,FinTech,Paid Ads,Business,Negotiation,13039,Converted,C0436
L001522,805,FinTech,Paid Ads,Starter,Negotiation,17822,Lost,
L001523,111,Education,Partner,Business,Negotiation,7950,Lost,
L001524,485,Professional Services,Paid Ads,Business,Demo,10573,Converted,C0297
L001525,945,Healthcare,Paid Ads,Business,Proposal,15364,Converted,C0254
L001526,180,FinTech,Partner,Starter,Demo,14756,In Progress,
L001527,116,Education,Partner,Starter,New,16943,In Progress,
L001528,183,IT Services,Partner,Business,Demo,10927,Converted,C0750
L001529,465,Marketing,Paid Ads,Business,Qualified,11260,Lost,
L001530,869,Healthcare,Referral,Business,Qualified,16707,Converted,C0857
L001531,390,Healthcare,Referral,Business,Demo,4807,Lost,
L001532,750,Healthcare,Referral,Business,Negotiation,11073,Converted,C0734
L001533,472,IT Services,Partner,Business,Demo,16787,Lost,
L001534,741,Marketing,Outbound,Business,Demo,15975,In Progress,
L001535,877,FinTech,Referral,Starter,Qualified,5185,In Progress,
L001536,588,Professional Services,Referral,Business,Qualified,4406,Lost,
L001537,850,Healthcare,Partner,Business,Negotiation,9893,In Progress,
L001538,780,IT Services,Paid Ads,Business,Demo,1335,In Progress,
L001539,339,Education,Paid Ads,Business,Negotiation,19175,Lost,
L001540,315,IT Services,Referral,Business,Proposal,4372,Lost,
L001541,357,Education,Referral,Business,Negotiation,18331,Converted,C0847
L001542,301,FinTech,Referral,Business,New,19857,Lost,
L001543,704,E-commerce,Paid Ads,Business,New,14963,In Progress,
L001544,846,SaaS,Partner,Business,Demo,10123,Lost,
L001545,721,SaaS,Partner,Business,Qualified,12254,In Progress,
L001546,367,FinTech,Outbound,Starter,Demo,5922,Lost,
L001547,418,IT Services,Outbound,Business,Qualified,12751,Lost,
L001548,554,E-commerce,Partner,Business,Negotiation,18004,Converted,C0817
L001549,716,IT Services,Paid Ads,Business,New,1973,In Progress,
L001550,349,Professional Services,Paid Ads,Starter,New,5644,Converted,C0148
L001551,88,E-commerce,Referral,Business,Proposal,17092,In Progress,
L001552,987,FinTech,Paid Ads,Business,Demo,7476,Lost,
L001553,893,IT Services,Outbound,Business,Negotiation,12187,Lost,
L001554,349,IT Services,Paid Ads,Business,New,17134,Converted,C0438
L001555,258,Professional Services,Partner,Business,Proposal,15046,In Progress,
L001556,940,FinTech,Outbound,Business,Negotiation,11717,In Progress,
L001557,794,SaaS,Paid Ads,Business,Proposal,6717,Converted,C0408
L001558,938,Education,Paid Ads,Business,New,1190,In Progress,
L001559,436,Professional Services,Outbound,Business,Negotiation,2706,Converted,C0134
L001560,863,Healthcare,Partner,Starter,Demo,11714,Lost,
L001561,176,Professional Services,Referral,Business,Qualified,17466,Converted,C0306
L001562,395,FinTech,Paid Ads,Business,Negotiation,19184,Lost,
L001563,398,Education,Partner,Starter,Negotiation,8924,Converted,C0745
L001564,20,E-commerce,Outbound,Starter,New,5709,Converted,C0603
L001565,73,Marketing,Partner,Starter,New,14308,Lost,
L001566,169,Professional Services,Referral,Business,Proposal,7522,Converted,C0275
L001567,446,Education,Outbound,Business,Proposal,1113,In Progress,
L001568,761,Healthcare,Website,Business,Proposal,6189,In Progress,
L001569,1000,SaaS,Website,Business,New,14346,Converted,C0045
L001570,412,FinTech,Paid Ads,Business,New,14985,In Progress,
L001571,866,E-commerce,Referral,Business,Qualified,2137,Converted,C0865
L001572,690,FinTech,Partner,Starter,Demo,2218,Lost,
L001573,184,Education,Referral,Business,Negotiation,6837,Converted,C0870
L001574,630,Education,Partner,Starter,Negotiation,4614,Lost,
L001575,482,FinTech,Outbound,Business,Proposal,9661,Lost,
L001576,148,FinTech,Paid Ads,Business,Qualified,9369,Converted,C0375
L001577,16,Education,Partner,Free,Proposal,17107,In Progress,
L001578,222,SaaS,Paid Ads,Starter,New,18631,Lost,
L001579,144,FinTech,Paid Ads,Business,Qualified,14464,Lost,
L001580,796,Marketing,Paid Ads,Business,Qualified,17147,Converted,C0613
L001581,14,Marketing,Referral,Free,Proposal,11932,In Progress,
L001582,37,IT Services,Partner,Starter,Proposal,7559,Lost,
L001583,400,Education,Referral,Business,Proposal,16030,In Progress,
L001584,46,Professional Services,Referral,Free,Demo,4029,In Progress,
L001585,672,E-commerce,Paid Ads,Business,Proposal,6470,Converted,C0562
L001586,396,E-commerce,Referral,Starter,Qualified,18633,Converted,C0987
L001587,207,IT Services,Paid Ads,Business,Demo,5885,Lost,
L001588,990,FinTech,Partner,Starter,Negotiation,12275,In Progress,
L001589,508,IT Services,Referral,Business,New,2309,Lost,
L001590,476,Education,Outbound,Business,Qualified,10619,Lost,
L001591,554,IT Services,Outbound,Business,Negotiation,11845,Lost,
L001592,832,SaaS,Outbound,Business,Negotiation,2230,Converted,C0898
L001593,371,FinTech,Referral,Starter,New,11258,In Progress,
L001594,758,Marketing,Website,Business,New,19972,Lost,
L001595,783,Healthcare,Partner,Business,Negotiation,4788,Converted,C0679
L001596,159,FinTech,Referral,Starter,Proposal,11878,Lost,
L001597,115,Professional Services,Outbound,Business,Qualified,4907,Lost,
L001598,888,Education,Paid Ads,Business,Negotiation,16179,Converted,C0419
L001599,476,IT Services,Partner,Business,Demo,3689,In Progress,
L001600,560,Healthcare,Referral,Business,Proposal,12216,Lost,
L001601,971,E-commerce,Website,Business,Qualified,16409,Converted,C0474
L001602,264,IT Services,Website,Business,New,17597,Lost,
L001603,240,Marketing,Website,Business,Proposal,6587,Converted,C0503
L001604,822,IT Services,Partner,Business,Demo,17172,Converted,C0091
L001605,810,Healthcare,Website,Business,Negotiation,526,Lost,
L001606,50,Healthcare,Website,Free,Demo,12801,Converted,C0152
L001607,909,SaaS,Outbound,Starter,Proposal,18615,Lost,
L001608,815,SaaS,Paid Ads,Starter,Negotiation,3251,Converted,C0195
L001609,40,E-commerce,Outbound,Free,Qualified,11372,Converted,C0112
L001610,280,Healthcare,Paid Ads,Business,New,1323,Lost,
L001611,644,E-commerce,Paid Ads,Business,Proposal,8397,In Progress,
L001612,619,Education,Paid Ads,Business,Qualified,7508,In Progress,
L001613,438,Healthcare,Partner,Business,Negotiation,12521,Lost,
L001614,746,Professional Services,Paid Ads,Starter,Demo,7967,In Progress,
L001615,884,Healthcare,Partner,Business,Demo,14411,Converted,C0858
L001616,631,E-commerce,Partner,Starter,Negotiation,6097,Converted,C0666
L001617,662,Education,Referral,Business,Demo,3702,Lost,
L001618,957,Professional Services,Referral,Business,Proposal,17635,In Progress,
L001619,590,Professional Services,Partner,Business,Proposal,11445,Converted,C0274
L001620,464,Education,Paid Ads,Starter,Negotiation,16467,Lost,
L001621,451,Marketing,Partner,Business,Negotiation,12686,Lost,
L001622,38,FinTech,Website,Starter,Proposal,11749,Converted,C0477
L001623,675,Professional Services,Referral,Business,New,12355,Lost,
L001624,158,Professional Services,Outbound,Business,New,1779,Converted,C0270
L001625,565,IT Services,Outbound,Business,Proposal,19324,Converted,C0157
L001626,864,FinTech,Paid Ads,Business,Qualified,5389,In Progress,
L001627,455,SaaS,Outbound,Business,Negotiation,9093,Converted,C0811
L001628,413,FinTech,Referral,Business,Negotiation,12847,Converted,C0772
L001629,225,SaaS,Paid Ads,Business,Proposal,9805,Lost,
L001630,90,IT Services,Website,Business,New,19051,In Progress,
L001631,619,Education,Paid Ads,Starter,Negotiation,8592,In Progress,
L001632,38,Healthcare,Outbound,Free,New,6388,Lost,
L001633,535,FinTech,Partner,Business,Demo,11805,In Progress,
L001634,935,IT Services,Outbound,Business,Proposal,2929,Lost,
L001635,644,SaaS,Website,Business,Demo,1543,Converted,C0928
L001636,942,Healthcare,Partner,Business,Demo,16184,Converted,C0667
L001637,875,Professional Services,Paid Ads,Business,Demo,10642,Lost,
L001638,929,Healthcare,Referral,Business,New,19204,Lost,
L001639,942,Education,Website,Business,Qualified,17051,In Progress,
L001640,766,E-commerce,Partner,Business,Qualified,4437,Converted,C0324
L001641,336,Marketing,Outbound,Business,Demo,13458,Lost,
L001642,293,Education,Partner,Starter,Demo,15478,In Progress,
L001643,675,E-commerce,Paid Ads,Business,Negotiation,6748,Converted,C0692
L001644,450,Education,Referral,Business,Proposal,14781,Lost,
L001645,293,Professional Services,Paid Ads,Business,Demo,11964,In Progress,
L001646,574,SaaS,Website,Starter,New,19261,In Progress,
L001647,313,Professional Services,Paid Ads,Business,Demo,16767,Lost,
L001648,68,SaaS,Referral,Starter,Qualified,10915,In Progress,
L001649,949,E-commerce,Website,Starter,Negotiation,5750,Lost,
L001650,633,Professional Services,Partner,Business,Negotiation,7557,Converted,C0693
L001651,650,SaaS,Referral,Business,Proposal,15851,Lost,
L001652,483,Marketing,Outbound,Business,Demo,1566,In Progress,
L001653,228,Professional Services,Paid Ads,Business,Demo,6005,Lost,
L001654,698,Education,Paid Ads,Starter,Negotiation,18364,Lost,
L001655,648,Marketing,Website,Business,Qualified,4734,In Progress,
L001656,641,IT Services,Website,Business,New,19105,Converted,C0991
L001657,127,Professional Services,Website,Starter,Negotiation,6414,In Progress,
L001658,299,Healthcare,Referral,Business,Demo,8347,In Progress,
L001659,654,Education,Partner,Business,New,696,Converted,C0314
L001660,720,IT Services,Outbound,Starter,Negotiation,2164,In Progress,
L001661,810,E-commerce,Website,Business,Demo,5244,In Progress,
L001662,462,Professional Services,Paid Ads,Starter,Qualified,8481,In Progress,
L001663,344,E-commerce,Outbound,Business,Qualified,2314,Converted,C0605
L001664,895,Professional Services,Referral,Business,Negotiation,8891,In Progress,
L001665,126,FinTech,Partner,Business,Negotiation,9423,Converted,C0650
L001666,619,IT Services,Paid Ads,Starter,New,10129,Converted,C0117
L001667,442,FinTech,Referral,Business,Negotiation,14773,In Progress,
L001668,371,FinTech,Referral,Business,Demo,2405,Converted,C0487
L001669,525,E-commerce,Outbound,Business,Negotiation,10423,Lost,
L001670,179,Education,Website,Starter,Negotiation,1955,Converted,C0138
L001671,211,SaaS,Partner,Business,Demo,19297,In Progress,
L001672,185,Healthcare,Partner,Starter,Proposal,16818,Lost,
L001673,444,IT Services,Referral,Business,Proposal,6778,In Progress,
L001674,245,Education,Paid Ads,Business,Demo,6395,Lost,
L001675,366,FinTech,Outbound,Business,Negotiation,19955,In Progress,
L001676,24,Marketing,Website,Starter,New,19185,In Progress,
L001677,788,FinTech,Paid Ads,Starter,Negotiation,1410,Converted,C0517
L001678,910,E-commerce,Partner,Business,Proposal,17348,Lost,
L001679,305,FinTech,Referral,Business,Proposal,17536,Converted,C0221
L001680,475,IT Services,Paid Ads,Business,New,15573,Converted,C0222
L001681,325,FinTech,Website,Business,Negotiation,13144,Converted,C0283
L001682,464,Education,Website,Business,Proposal,2106,Lost,
L001683,385,SaaS,Paid Ads,Business,New,4719,Lost,
L001684,877,Professional Services,Referral,Business,Demo,14587,Converted,C0603
L001685,98,IT Services,Partner,Business,Demo,1643,Converted,C0559
L001686,769,IT Services,Paid Ads,Business,Negotiation,10235,Lost,
L001687,188,IT Services,Partner,Starter,Negotiation,2801,Lost,
L001688,469,Marketing,Outbound,Business,Negotiation,18518,In Progress,
L001689,83,SaaS,Partner,Business,Demo,2071,Converted,C0168
L001690,708,SaaS,Paid Ads,Starter,Qualified,5339,In Progress,
L001691,516,SaaS,Partner,Business,Demo,1667,Lost,
L001692,421,SaaS,Partner,Business,Qualified,5934,In Progress,
L001693,599,Education,Website,Business,Demo,713,Converted,C0403
L001694,262,Professional Services,Partner,Starter,Qualified,13077,In Progress,
L001695,137,IT Services,Partner,Business,Qualified,16640,In Progress,
L001696,807,Professional Services,Outbound,Business,New,12387,Lost,
L001697,654,FinTech,Paid Ads,Business,Proposal,6815,In Progress,
L001698,163,Marketing,Paid Ads,Business,New,18050,Lost,
L001699,689,Education,Partner,Business,Qualified,19324,Converted,C0418
