ticket_id,customer_id,timestamp,message,category,resolution_time,resolved
ST003807,C0841,2026-03-06 00:00:00,I cannot access my account.,Account,27.38,False
ST003808,C0841,2026-04-11 23:59:47,I cannot access my account.,Account,67.09,True
ST003809,C0841,2026-03-06 00:00:00,The dashboard is loading slowly.,Performance,53.68,True
ST003810,C0841,2026-03-06 00:00:00,Our integration stopped working.,Integration,23.48,True
ST003811,C0841,2026-03-06 00:00:00,I need help changing our account settings.,Account,47.55,True
ST003812,C0841,2026-03-06 00:00:00,Our integration stopped working.,Integration,6.49,True
ST003813,C0842,2026-02-24 00:00:00,The dashboard is loading slowly.,Performance,48.1,True
ST003814,C0842,2026-02-24 00:00:00,I found a bug in the dashboard.,Bug,62.78,True
ST003815,C0842,2026-04-17 01:45:09,Our integration stopped working.,Integration,70.9,False
ST003816,C0843,2026-04-17 00:00:00,I need help with something.,Other,63.52,True
ST003817,C0843,2026-04-17 00:00:00,I need help changing our account settings.,Account,53.63,True
ST003818,C0843,2026-04-17 00:00:00,I need help with something.,Other,66.47,True
ST003819,C0843,2026-04-17 00:00:00,The application shows an unexpected error.,Bug,19.71,True
ST003820,C0843,2026-04-17 00:00:00,The integration is not syncing correctly.,Integration,63.3,True
ST003821,C0844,2026-04-27 00:00:00,I have a question about the product.,Other,7.61,False
ST003822,C0844,2026-04-27 00:00:00,I need help changing our account settings.,Account,38.55,True
ST003823,C0844,2026-04-27 00:00:00,The dashboard is loading slowly.,Performance,54.94,True
ST003824,C0844,2026-04-27 00:00:00,I found a bug in the dashboard.,Bug,30.5,True
ST003825,C0844,2026-04-27 00:00:00,The integration is not syncing correctly.,Integration,64.96,True
ST003826,C0845,2026-03-12 00:00:00,The integration is not syncing correctly.,Integration,63.66,True
ST003827,C0845,2026-04-24 13:42:59,I have a question about the product.,Other,6.26,False
ST003828,C0846,2026-02-27 00:00:00,It would be useful to have this feature.,Feature Request,29.4,True
ST003829,C0846,2026-03-25 06:39:23,I have a question about my invoice.,Billing,28.59,False
ST003830,C0846,2026-02-27 00:00:00,Something is not working correctly.,Bug,47.33,True
ST003831,C0846,2026-02-27 00:00:00,The dashboard is loading slowly.,Performance,62.89,True
ST003832,C0846,2026-02-27 00:00:00,Why was my payment charged twice?,Billing,16.9,True
ST003833,C0846,2026-02-27 00:00:00,The integration is not syncing correctly.,Integration,6.7,True
ST003834,C0847,2026-04-25 00:00:00,Why was my payment charged twice?,Billing,35.06,True
ST003835,C0847,2026-04-25 00:00:00,It would be useful to have this feature.,Feature Request,67.82,False
ST003836,C0847,2026-04-25 00:00:00,The integration is not syncing correctly.,Integration,24.79,True
ST003837,C0847,2026-04-25 00:00:00,I need help with something.,Other,55.09,True
ST003838,C0847,2026-04-25 00:00:00,The application has become slower recently.,Performance,24.21,False
ST003839,C0847,2026-04-25 00:00:00,I cannot access my account.,Account,40.25,True
ST003840,C0847,2026-04-25 00:00:00,The dashboard is loading slowly.,Performance,39.07,True
ST003841,C0847,2026-04-25 00:00:00,I have a question about the product.,Other,19.84,True
ST003842,C0848,2026-03-18 21:44:17,I have a question about my invoice.,Billing,29.46,False
ST003843,C0848,2026-01-21 13:33:29,Our integration stopped working.,Integration,48.64,True
ST003844,C0848,2026-04-01 02:09:48,I have a question about the product.,Other,65.99,True
ST003845,C0848,2026-02-23 15:23:51,We are having problems connecting our tools.,Integration,47.78,True
ST003846,C0848,2026-01-21 00:00:00,The integration is not syncing correctly.,Integration,55.68,True
ST003847,C0849,2026-04-06 00:00:00,I have a question about the product.,Other,67.5,False
ST003848,C0849,2026-04-06 00:00:00,The integration keeps failing.,Integration,39.56,True
ST003849,C0850,2026-04-21 00:00:00,I need help with something.,Other,13.19,True
ST003850,C0850,2026-04-21 00:00:00,The integration is not syncing correctly.,Integration,28.57,False
ST003851,C0850,2026-04-21 00:00:00,I have a question about my invoice.,Billing,71.51,False
ST003852,C0851,2026-03-02 00:00:00,The application shows an unexpected error.,Bug,61.89,True
ST003853,C0852,2026-03-18 13:05:59,I have a question about the product.,Other,60.71,True
ST003854,C0852,2026-03-04 11:46:31,I have a question about the product.,Other,60.45,True
ST003855,C0853,2026-02-03 00:00:00,It would be useful to have this feature.,Feature Request,30.89,True
ST003856,C0853,2026-03-25 03:59:57,Something is not working correctly.,Bug,28.57,True
ST003857,C0853,2026-03-10 12:20:20,The application has become slower recently.,Performance,53.0,True
ST003858,C0853,2026-02-03 00:00:00,Our integration stopped working.,Integration,20.91,True
ST003859,C0853,2026-03-12 06:13:04,Can you add more options to the dashboard?,Feature Request,22.32,True
ST003860,C0853,2026-03-28 08:35:06,Something is not working correctly.,Bug,51.08,False
ST003861,C0853,2026-02-03 00:00:00,The integration keeps failing.,Integration,13.8,True
ST003862,C0853,2026-02-03 00:00:00,I need help with something.,Other,16.26,True
ST003863,C0854,2026-04-07 00:00:00,I need help with something.,Other,19.41,True
ST003864,C0854,2026-04-07 22:19:58,It would be useful to have this feature.,Feature Request,1.68,True
ST003865,C0854,2026-04-15 11:05:47,I have a question about the product.,Other,65.34,False
ST003866,C0855,2026-02-01 00:00:00,I need help with something.,Other,41.17,True
ST003867,C0856,2026-04-18 00:00:00,It would be useful to have this feature.,Feature Request,3.35,True
ST003868,C0856,2026-04-18 00:00:00,I have a question about the product.,Other,16.56,True
ST003869,C0856,2026-04-18 00:00:00,I need help with something.,Other,45.89,True
ST003870,C0856,2026-04-18 00:00:00,Can you add more options to the dashboard?,Feature Request,59.68,False
ST003871,C0856,2026-04-18 00:00:00,We are having problems connecting our tools.,Integration,59.21,True
ST003872,C0857,2026-03-24 18:30:04,I need help changing our account settings.,Account,17.85,True
ST003873,C0857,2026-03-26 02:19:59,I cannot access my account.,Account,49.63,True
ST003874,C0857,2026-03-23 00:00:00,The dashboard is loading slowly.,Performance,57.76,True
ST003875,C0857,2026-04-04 01:11:34,The dashboard is loading slowly.,Performance,55.29,True
ST003876,C0857,2026-03-23 00:00:00,The application has become slower recently.,Performance,19.58,True
ST003877,C0857,2026-03-23 00:00:00,We are having problems connecting our tools.,Integration,14.75,True
ST003878,C0858,2026-02-28 08:03:18,I need help with something.,Other,70.14,True
ST003879,C0858,2026-03-04 15:30:16,I found a bug in the dashboard.,Bug,33.01,False
ST003880,C0858,2026-03-14 02:39:11,I cannot access my account.,Account,43.04,True
ST003881,C0859,2026-04-09 00:00:00,I need help with something.,Other,33.29,True
ST003882,C0859,2026-04-09 00:00:00,I need help with something.,Other,27.34,True
ST003883,C0859,2026-04-09 00:00:00,We are having problems connecting our tools.,Integration,66.73,True
ST003884,C0860,2026-04-10 00:00:00,Something is not working correctly.,Bug,45.13,True
ST003885,C0861,2026-03-08 00:00:00,The application has become slower recently.,Performance,46.41,False
ST003886,C0861,2026-04-29 03:58:09,I need help with something.,Other,49.37,True
ST003887,C0861,2026-03-08 00:00:00,Can you add more options to the dashboard?,Feature Request,37.11,True
ST003888,C0862,2026-03-04 00:00:00,Can you add more options to the dashboard?,Feature Request,19.85,True
ST003889,C0862,2026-03-19 06:36:55,I was charged incorrectly this month.,Billing,13.75,True
ST003890,C0862,2026-03-04 00:00:00,The application shows an unexpected error.,Bug,65.76,True
ST003891,C0862,2026-03-17 02:12:09,Why was my payment charged twice?,Billing,64.61,True
ST003892,C0862,2026-03-04 00:00:00,The integration is not syncing correctly.,Integration,62.34,False
ST003893,C0863,2026-03-22 00:00:00,I need help with something.,Other,62.49,True
ST003894,C0863,2026-03-22 00:00:00,Why was my payment charged twice?,Billing,23.88,True
ST003895,C0863,2026-03-22 00:00:00,I have a question about the product.,Other,15.46,True
ST003896,C0863,2026-03-22 00:00:00,I need help with something.,Other,52.09,True
ST003897,C0863,2026-03-22 00:00:00,Can you add more options to the dashboard?,Feature Request,38.51,True
ST003898,C0863,2026-03-31 14:14:21,We are having problems connecting our tools.,Integration,27.36,True
ST003899,C0864,2026-03-23 05:51:22,The integration keeps failing.,Integration,4.47,True
ST003900,C0865,2026-04-26 04:41:22,Can you add more options to the dashboard?,Feature Request,35.88,False
ST003901,C0865,2026-02-07 10:01:49,I found a bug in the dashboard.,Bug,3.79,True
ST003902,C0865,2026-03-09 21:58:04,I found a bug in the dashboard.,Bug,14.21,False
ST003903,C0865,2026-02-05 00:00:00,I cannot access my account.,Account,4.74,True
ST003904,C0865,2026-02-14 13:49:48,I cannot access my account.,Account,47.83,True
ST003905,C0865,2026-03-08 14:03:24,The application has become slower recently.,Performance,42.4,False
ST003906,C0865,2026-02-23 04:43:12,It would be useful to have this feature.,Feature Request,57.09,False
ST003907,C0865,2026-02-05 00:00:00,I have a question about the product.,Other,35.22,True
ST003908,C0866,2026-03-07 18:12:09,The integration is not syncing correctly.,Integration,46.37,False
ST003909,C0866,2026-04-19 16:16:37,I found a bug in the dashboard.,Bug,44.61,True
ST003910,C0866,2026-02-26 00:00:00,Can you add more options to the dashboard?,Feature Request,19.16,True
ST003911,C0867,2026-04-17 15:47:39,The dashboard is loading slowly.,Performance,6.74,True
ST003912,C0868,2026-04-03 21:51:37,It would be useful to have this feature.,Feature Request,1.94,False
ST003913,C0868,2026-04-02 00:00:00,I need help with something.,Other,53.73,True
ST003914,C0868,2026-04-02 00:00:00,I have a question about the product.,Other,39.78,False
ST003915,C0868,2026-04-02 00:00:00,I cannot access my account.,Account,54.62,True
ST003916,C0868,2026-04-02 00:00:00,I have a question about the product.,Other,19.18,False
ST003917,C0869,2026-03-09 06:13:24,I need help changing our account settings.,Account,67.3,True
ST003918,C0870,2026-01-31 00:00:00,Something is not working correctly.,Bug,1.96,False
ST003919,C0870,2026-04-08 18:13:43,I cannot access my account.,Account,65.89,True
ST003920,C0870,2026-04-01 21:00:53,I need help with something.,Other,20.64,False
ST003921,C0870,2026-04-13 22:57:07,Something is not working correctly.,Bug,29.48,True
ST003922,C0870,2026-02-21 07:03:48,Our integration stopped working.,Integration,55.77,False
ST003923,C0870,2026-01-31 00:00:00,Something is not working correctly.,Bug,22.26,True
ST003924,C0871,2026-03-01 20:48:54,I was charged incorrectly this month.,Billing,47.02,False
ST003925,C0871,2026-02-04 00:00:00,It would be useful to have this feature.,Feature Request,26.43,True
ST003926,C0872,2026-02-12 00:00:00,I need help changing our account settings.,Account,19.09,True
ST003927,C0873,2026-02-10 00:00:00,It would be useful to have this feature.,Feature Request,60.22,False
ST003928,C0873,2026-04-17 19:47:33,We are having problems connecting our tools.,Integration,19.41,True
ST003929,C0873,2026-04-18 00:51:15,It would be useful to have this feature.,Feature Request,12.32,True
ST003930,C0873,2026-03-24 09:24:59,We are having problems connecting our tools.,Integration,70.62,True
ST003931,C0873,2026-02-10 00:00:00,Why was my payment charged twice?,Billing,48.95,False
ST003932,C0873,2026-02-10 00:00:00,The dashboard is loading slowly.,Performance,39.74,True
ST003933,C0874,2026-04-25 00:00:00,The application shows an unexpected error.,Bug,43.98,False
ST003934,C0874,2026-04-25 00:00:00,I have a question about my invoice.,Billing,10.78,True
ST003935,C0874,2026-04-25 00:00:00,I need help with something.,Other,34.29,True
ST003936,C0874,2026-04-25 00:00:00,Why was my payment charged twice?,Billing,61.85,True
ST003937,C0874,2026-04-25 00:00:00,The dashboard is loading slowly.,Performance,64.82,True
ST003938,C0874,2026-04-25 00:00:00,I cannot access my account.,Account,6.79,True
ST003939,C0875,2026-04-07 14:32:16,I need help with something.,Other,15.46,True
ST003940,C0876,2026-02-20 13:06:31,I have a question about the product.,Other,52.16,False
ST003941,C0876,2026-01-19 01:38:03,The integration is not syncing correctly.,Integration,66.37,True
ST003942,C0877,2026-03-10 10:05:20,I found a bug in the dashboard.,Bug,16.04,True
ST003943,C0877,2026-01-18 00:00:00,I have a question about the product.,Other,8.71,True
ST003944,C0878,2026-01-20 00:00:00,I have a question about my invoice.,Billing,56.44,True
ST003945,C0878,2026-01-20 00:00:00,The integration keeps failing.,Integration,34.51,True
ST003946,C0878,2026-02-21 00:00:03,The integration is not syncing correctly.,Integration,12.34,True
ST003947,C0878,2026-01-23 07:13:41,I need help with something.,Other,28.74,True
ST003948,C0878,2026-04-20 10:06:13,The integration keeps failing.,Integration,28.26,False
ST003949,C0878,2026-03-31 07:20:59,I need help with something.,Other,67.27,True
ST003950,C0878,2026-01-25 13:28:22,The application has become slower recently.,Performance,46.71,True
ST003951,C0879,2026-02-17 16:50:05,Something is not working correctly.,Bug,67.76,True
ST003952,C0879,2026-02-02 20:24:37,I have a question about the product.,Other,50.11,False
ST003953,C0879,2026-03-02 21:03:09,Why was my payment charged twice?,Billing,1.28,True
ST003954,C0879,2026-01-30 00:00:00,The integration is not syncing correctly.,Integration,40.4,False
ST003955,C0879,2026-01-30 00:00:00,I have a question about the product.,Other,44.92,True
ST003956,C0879,2026-04-28 09:20:26,Our integration stopped working.,Integration,46.57,True
ST003957,C0879,2026-04-25 17:30:52,I need help changing our account settings.,Account,14.6,True
ST003958,C0879,2026-03-14 05:13:07,I need help with something.,Other,59.21,True
ST003959,C0880,2026-02-19 00:00:00,I need help with something.,Other,4.33,True
ST003960,C0880,2026-03-30 01:25:43,I need help changing our account settings.,Account,29.45,True
ST003961,C0880,2026-04-25 00:55:57,We are having problems connecting our tools.,Integration,13.78,True
ST003962,C0880,2026-02-19 00:00:00,Why was my payment charged twice?,Billing,67.5,False
ST003963,C0880,2026-03-11 11:36:03,The dashboard is loading slowly.,Performance,2.73,False
ST003964,C0880,2026-04-21 19:49:16,I need help changing our account settings.,Account,45.83,True
ST003965,C0880,2026-03-23 19:20:01,The integration keeps failing.,Integration,49.88,True
ST003966,C0880,2026-04-24 05:13:40,I need help with something.,Other,48.05,True
ST003967,C0881,2026-03-30 00:00:00,The dashboard is loading slowly.,Performance,14.5,True
ST003968,C0881,2026-03-30 00:00:00,The dashboard is loading slowly.,Performance,43.18,False
ST003969,C0881,2026-03-30 00:00:00,I was charged incorrectly this month.,Billing,16.78,True
ST003970,C0881,2026-03-30 00:00:00,It would be useful to have this feature.,Feature Request,54.09,True
ST003971,C0882,2026-03-13 01:01:15,Something is not working correctly.,Bug,1.46,True
ST003972,C0882,2026-02-06 01:59:46,I cannot access my account.,Account,6.82,True
ST003973,C0882,2026-01-29 23:26:11,We are having problems connecting our tools.,Integration,6.01,True
ST003974,C0882,2026-04-15 13:56:34,We are having problems connecting our tools.,Integration,14.02,True
ST003975,C0882,2026-01-24 07:14:40,I need help with something.,Other,28.48,False
ST003976,C0882,2026-04-27 03:43:10,We are having problems connecting our tools.,Integration,68.88,False
ST003977,C0882,2026-01-20 00:00:00,It would be useful to have this feature.,Feature Request,52.41,False
ST003978,C0883,2026-04-01 00:00:00,The dashboard is loading slowly.,Performance,31.73,True
ST003979,C0883,2026-04-29 19:29:44,I was charged incorrectly this month.,Billing,7.11,True
ST003980,C0883,2026-04-22 20:47:27,I need help with something.,Other,64.64,True
ST003981,C0883,2026-04-01 00:00:00,I have a question about the product.,Other,46.39,True
ST003982,C0883,2026-04-01 00:00:00,I have a question about the product.,Other,72.0,False
ST003983,C0884,2026-01-31 15:18:43,The application has become slower recently.,Performance,10.74,True
ST003984,C0884,2026-02-04 09:18:53,I need help with something.,Other,46.59,True
ST003985,C0884,2026-04-12 04:12:28,I need help with something.,Other,46.01,True
ST003986,C0884,2026-03-17 04:48:48,The application has become slower recently.,Performance,7.83,True
ST003987,C0884,2026-01-28 00:00:00,Can you add more options to the dashboard?,Feature Request,38.9,False
ST003988,C0884,2026-01-28 00:00:00,I have a question about the product.,Other,18.05,True
ST003989,C0884,2026-03-21 21:53:33,We are having problems connecting our tools.,Integration,48.3,False
ST003990,C0885,2026-03-01 14:44:37,The application shows an unexpected error.,Bug,21.05,True
ST003991,C0885,2026-03-01 23:33:35,We are having problems connecting our tools.,Integration,13.3,True
ST003992,C0885,2026-03-04 03:15:24,Can you add more options to the dashboard?,Feature Request,43.01,True
ST003993,C0885,2026-03-16 01:59:44,Why was my payment charged twice?,Billing,17.54,True
ST003994,C0885,2026-01-09 06:15:38,Something is not working correctly.,Bug,44.93,False
ST003995,C0886,2026-02-23 00:00:00,I found a bug in the dashboard.,Bug,31.17,True
ST003996,C0886,2026-02-23 00:00:00,I cannot access my account.,Account,47.23,True
ST003997,C0886,2026-02-23 00:00:00,I need help changing our account settings.,Account,16.1,False
ST003998,C0886,2026-04-25 04:09:15,It would be useful to have this feature.,Feature Request,38.04,True
ST003999,C0886,2026-04-08 04:32:00,I need help with something.,Other,40.3,False
ST004000,C0886,2026-03-07 01:39:49,The application shows an unexpected error.,Bug,6.68,True
ST004001,C0886,2026-02-23 00:00:00,I have a question about the product.,Other,47.26,True
ST004002,C0887,2026-02-22 00:00:00,The application has become slower recently.,Performance,32.81,True
ST004003,C0887,2026-02-22 00:00:00,We are having problems connecting our tools.,Integration,21.08,True
ST004004,C0887,2026-04-19 00:25:33,I have a question about my invoice.,Billing,5.41,True
ST004005,C0887,2026-03-13 03:08:41,I was charged incorrectly this month.,Billing,23.57,False
ST004006,C0887,2026-02-22 00:00:00,The integration keeps failing.,Integration,12.7,True
ST004007,C0888,2026-02-19 22:52:16,I need help with something.,Other,70.28,True
ST004008,C0889,2026-03-16 11:50:06,I have a question about the product.,Other,61.17,True
ST004009,C0889,2026-03-11 00:00:00,I need help changing our account settings.,Account,28.86,True
ST004010,C0890,2026-04-07 20:36:57,I have a question about the product.,Other,67.9,True
ST004011,C0890,2026-03-29 11:48:32,I need help with something.,Other,30.12,True
ST004012,C0890,2026-04-08 13:17:05,I found a bug in the dashboard.,Bug,16.29,True
ST004013,C0891,2026-03-02 03:32:15,Something is not working correctly.,Bug,48.85,True
ST004014,C0891,2026-04-09 23:01:12,I need help with something.,Other,10.83,False
ST004015,C0891,2026-03-31 22:40:31,I cannot access my account.,Account,6.26,True
ST004016,C0891,2026-02-23 00:00:00,I cannot access my account.,Account,60.81,False
ST004017,C0891,2026-04-12 21:09:15,Our integration stopped working.,Integration,9.96,True
ST004018,C0891,2026-02-23 00:00:00,Can you add more options to the dashboard?,Feature Request,36.95,True
ST004019,C0891,2026-02-23 00:00:00,The integration keeps failing.,Integration,4.2,True
ST004020,C0891,2026-03-15 14:58:29,I need help with something.,Other,16.48,False
ST004021,C0892,2026-02-22 10:14:53,I need help with something.,Other,29.65,True
ST004022,C0892,2026-01-08 00:00:00,I found a bug in the dashboard.,Bug,34.01,True
ST004023,C0892,2026-01-21 15:45:52,I need help changing our account settings.,Account,44.65,False
ST004024,C0892,2026-02-02 19:15:31,I cannot access my account.,Account,49.78,True
ST004025,C0892,2026-04-16 23:29:50,The application shows an unexpected error.,Bug,1.32,True
ST004026,C0893,2026-03-02 05:11:11,I need help with something.,Other,26.31,True
ST004027,C0893,2026-02-12 09:54:42,I need help with something.,Other,66.44,True
ST004028,C0893,2026-04-19 02:37:30,I found a bug in the dashboard.,Bug,56.48,True
ST004029,C0893,2026-02-03 16:30:26,I need help with something.,Other,55.72,True
ST004030,C0893,2026-02-17 11:11:21,I have a question about the product.,Other,51.81,False
ST004031,C0893,2026-01-27 00:00:00,I have a question about the product.,Other,43.75,True
ST004032,C0893,2026-03-19 04:28:08,Our integration stopped working.,Integration,35.05,True
ST004033,C0894,2026-04-17 00:00:00,I have a question about the product.,Other,27.9,True
ST004034,C0894,2026-04-17 00:00:00,I found a bug in the dashboard.,Bug,10.85,True
ST004035,C0894,2026-04-17 00:00:00,It would be useful to have this feature.,Feature Request,31.74,False
ST004036,C0894,2026-04-17 00:00:00,The integration is not syncing correctly.,Integration,64.67,True
ST004037,C0894,2026-04-17 00:00:00,Our integration stopped working.,Integration,53.18,False
ST004038,C0894,2026-04-17 00:00:00,It would be useful to have this feature.,Feature Request,49.89,True
ST004039,C0894,2026-04-18 10:36:33,The application has become slower recently.,Performance,23.16,True
ST004040,C0895,2026-02-23 00:00:00,I found a bug in the dashboard.,Bug,17.15,True
ST004041,C0895,2026-02-26 01:36:21,Our integration stopped working.,Integration,7.76,True
ST004042,C0895,2026-02-23 00:00:00,Why was my payment charged twice?,Billing,29.39,False
ST004043,C0895,2026-02-23 00:00:00,I have a question about my invoice.,Billing,34.73,True
ST004044,C0896,2026-04-16 15:17:18,I need help with something.,Other,52.32,True
ST004045,C0896,2026-02-19 00:00:00,The application shows an unexpected error.,Bug,56.2,True
ST004046,C0896,2026-04-07 02:42:55,I was charged incorrectly this month.,Billing,45.82,False
ST004047,C0896,2026-02-19 00:00:00,The integration keeps failing.,Integration,22.33,True
ST004048,C0896,2026-02-19 00:00:00,It would be useful to have this feature.,Feature Request,18.56,False
ST004049,C0896,2026-03-28 08:51:29,I have a question about the product.,Other,61.34,True
ST004050,C0896,2026-02-19 00:00:00,Why was my payment charged twice?,Billing,3.74,True
ST004051,C0896,2026-04-27 12:51:13,We are having problems connecting our tools.,Integration,63.16,True
ST004052,C0897,2026-04-26 00:00:00,Why was my payment charged twice?,Billing,44.41,True
ST004053,C0897,2026-04-26 00:00:00,I have a question about the product.,Other,41.69,True
ST004054,C0897,2026-04-26 00:00:00,I need help changing our account settings.,Account,18.11,True
ST004055,C0897,2026-04-26 00:00:00,I need help changing our account settings.,Account,5.56,True
ST004056,C0897,2026-04-26 00:00:00,Something is not working correctly.,Bug,62.91,True
ST004057,C0897,2026-04-26 00:00:00,The integration keeps failing.,Integration,54.78,True
ST004058,C0897,2026-04-26 00:00:00,I have a question about the product.,Other,38.62,True
ST004059,C0898,2026-04-09 00:00:00,I have a question about the product.,Other,3.42,True
ST004060,C0898,2026-04-09 00:00:00,It would be useful to have this feature.,Feature Request,18.78,True
ST004061,C0898,2026-04-09 00:00:00,Can you add more options to the dashboard?,Feature Request,38.11,True
ST004062,C0898,2026-04-18 06:09:32,I have a question about the product.,Other,44.42,True
ST004063,C0898,2026-04-09 00:00:00,Our integration stopped working.,Integration,18.26,True
ST004064,C0899,2026-04-03 23:44:09,Can you add more options to the dashboard?,Feature Request,26.63,False
ST004065,C0899,2026-03-16 00:00:00,Can you add more options to the dashboard?,Feature Request,70.23,False
ST004066,C0900,2026-04-16 11:40:15,I found a bug in the dashboard.,Bug,24.18,True
ST004067,C0900,2026-03-31 00:00:00,I found a bug in the dashboard.,Bug,14.24,True
ST004068,C0900,2026-03-31 00:00:00,I have a question about my invoice.,Billing,20.77,True
ST004069,C0900,2026-03-31 00:00:00,Can you add more options to the dashboard?,Feature Request,55.74,True
ST004070,C0901,2026-04-29 18:16:31,Why was my payment charged twice?,Billing,71.05,True
ST004071,C0901,2026-04-06 18:28:30,I need help with something.,Other,27.5,True
ST004072,C0901,2026-01-15 06:36:57,We are having problems connecting our tools.,Integration,17.57,True
ST004073,C0901,2026-02-14 10:59:50,The application has become slower recently.,Performance,53.02,True
ST004074,C0901,2026-02-17 19:01:15,I have a question about the product.,Other,29.91,False
ST004075,C0902,2026-04-20 00:00:00,I need help with something.,Other,69.86,True
ST004076,C0902,2026-04-20 00:00:00,Why was my payment charged twice?,Billing,34.63,True
ST004077,C0902,2026-04-20 00:00:00,The application has become slower recently.,Performance,51.39,False
ST004078,C0903,2026-04-23 00:00:00,I have a question about the product.,Other,44.71,True
ST004079,C0903,2026-04-23 00:00:00,Something is not working correctly.,Bug,24.15,False
ST004080,C0903,2026-04-23 00:00:00,The integration keeps failing.,Integration,64.95,True
ST004081,C0903,2026-04-23 00:00:00,The dashboard is loading slowly.,Performance,66.57,True
ST004082,C0904,2026-04-08 00:00:00,The integration is not syncing correctly.,Integration,41.51,False
ST004083,C0904,2026-04-13 23:31:15,The application shows an unexpected error.,Bug,49.26,True
ST004084,C0904,2026-04-08 00:00:00,I found a bug in the dashboard.,Bug,19.29,True
ST004085,C0905,2026-03-15 00:00:00,The integration is not syncing correctly.,Integration,28.65,True
ST004086,C0905,2026-03-15 00:00:00,I need help with something.,Other,33.36,True
ST004087,C0906,2026-02-19 15:52:24,I need help with something.,Other,6.74,True
ST004088,C0906,2026-04-12 08:27:31,The application shows an unexpected error.,Bug,62.03,True
ST004089,C0906,2026-02-18 00:00:00,Can you add more options to the dashboard?,Feature Request,18.33,True
ST004090,C0907,2026-03-03 00:00:00,Our integration stopped working.,Integration,37.88,True
ST004091,C0907,2026-03-03 00:00:00,I need help with something.,Other,49.06,True
ST004092,C0907,2026-03-23 14:15:50,Our integration stopped working.,Integration,43.76,True
ST004093,C0907,2026-03-03 00:00:00,I have a question about the product.,Other,11.73,False
ST004094,C0907,2026-03-03 23:44:09,I have a question about the product.,Other,17.55,True
ST004095,C0907,2026-03-03 00:00:00,It would be useful to have this feature.,Feature Request,4.88,True
ST004096,C0908,2026-03-07 16:02:43,I need help changing our account settings.,Account,63.21,True
ST004097,C0908,2026-03-12 14:02:56,I cannot access my account.,Account,38.23,True
ST004098,C0908,2026-03-14 06:36:30,The application has become slower recently.,Performance,30.92,True
ST004099,C0908,2026-03-14 14:29:19,Our integration stopped working.,Integration,31.07,True
ST004100,C0909,2026-03-27 03:16:24,I was charged incorrectly this month.,Billing,70.35,False
ST004101,C0909,2026-02-15 00:00:00,I need help changing our account settings.,Account,4.77,True
ST004102,C0909,2026-02-15 00:00:00,I need help with something.,Other,27.39,True
ST004103,C0909,2026-02-15 00:00:00,I have a question about the product.,Other,56.96,True
ST004104,C0910,2026-02-08 00:00:00,The integration keeps failing.,Integration,33.25,True
ST004105,C0910,2026-03-12 03:22:36,I have a question about the product.,Other,31.57,True
ST004106,C0910,2026-02-16 19:32:40,The integration is not syncing correctly.,Integration,2.45,False
ST004107,C0910,2026-02-08 00:00:00,I have a question about the product.,Other,47.54,True
ST004108,C0910,2026-02-24 07:45:27,Something is not working correctly.,Bug,45.52,True
ST004109,C0910,2026-02-08 00:00:00,I cannot access my account.,Account,26.76,False
ST004110,C0910,2026-02-08 00:00:00,We are having problems connecting our tools.,Integration,30.83,False
ST004111,C0910,2026-02-08 00:00:00,Why was my payment charged twice?,Billing,15.27,True
ST004112,C0911,2026-04-22 19:11:27,The dashboard is loading slowly.,Performance,6.35,False
ST004113,C0911,2026-04-07 00:00:00,I need help with something.,Other,31.37,True
ST004114,C0912,2026-02-19 00:00:00,It would be useful to have this feature.,Feature Request,2.01,True
ST004115,C0912,2026-02-19 00:00:00,I have a question about the product.,Other,7.88,True
ST004116,C0913,2026-04-20 00:00:00,I have a question about the product.,Other,25.7,True
ST004117,C0913,2026-04-20 00:00:00,Can you add more options to the dashboard?,Feature Request,37.2,True
ST004118,C0913,2026-04-26 14:55:55,I have a question about the product.,Other,20.32,True
ST004119,C0913,2026-04-20 00:00:00,I have a question about the product.,Other,70.35,True
ST004120,C0913,2026-04-20 00:00:00,I need help with something.,Other,6.71,False
ST004121,C0913,2026-04-20 00:00:00,The application shows an unexpected error.,Bug,52.17,True
ST004122,C0913,2026-04-28 14:25:09,I have a question about the product.,Other,54.2,True
ST004123,C0914,2026-04-25 00:00:00,The dashboard is loading slowly.,Performance,62.88,True
ST004124,C0914,2026-04-25 00:00:00,I have a question about my invoice.,Billing,48.93,True
ST004125,C0914,2026-04-27 10:05:09,The integration keeps failing.,Integration,16.98,False
ST004126,C0914,2026-04-25 00:00:00,We are having problems connecting our tools.,Integration,37.07,False
ST004127,C0914,2026-04-25 00:00:00,The dashboard is loading slowly.,Performance,37.34,True
ST004128,C0914,2026-04-25 00:00:00,Can you add more options to the dashboard?,Feature Request,64.34,True
ST004129,C0914,2026-04-25 00:00:00,Something is not working correctly.,Bug,29.61,True
ST004130,C0915,2026-04-17 00:00:00,Why was my payment charged twice?,Billing,10.7,False
ST004131,C0915,2026-04-17 00:00:00,We are having problems connecting our tools.,Integration,42.04,True
ST004132,C0915,2026-04-17 00:00:00,I need help with something.,Other,4.36,True
ST004133,C0915,2026-04-17 00:00:00,I have a question about the product.,Other,6.57,False
ST004134,C0915,2026-04-17 00:00:00,Our integration stopped working.,Integration,37.58,True
